dir,file,loop,count,content
bind/lib/dns,rbt.c,for,3,for (root = node; ! ISC_TF((root)->is_root == 1); root = ((root)->parent))>>>for (i = (int)chain->level_count - 1; i >= 0; i--) {>>>for (i = 0; i < depth; i++)
bind/lib/dns,rbtdb.c,while,30,"while (node != NULL) {>>>} while (dcurrent != NULL);>>>while (node != NULL && count > 0) {>>>} while (node != NULL);>>>while (i < n) {>>>} while (header != NULL);>>>while (count > 0) {>>>while (result == ISC_R_SUCCESS || result == DNS_R_NEWORIGIN) {>>>} while (result == ISC_R_SUCCESS || result == DNS_R_NEWORIGIN);>>>while (result == ISC_R_SUCCESS || result == DNS_R_NEWORIGIN) {>>>} while (!dns_name_equal(&rname, &tname));>>>while (result == ISC_R_SUCCESS && j != 0) {>>>} while (!done);>>>while (count-- > 0) {>>>} while (header != NULL);>>>} while (empty_node && result == ISC_R_SUCCESS);>>>} while (header != NULL);>>>while (result == ISC_R_SUCCESS && i > 0) {>>>} while (!done);>>>} while (empty_node && result == ISC_R_SUCCESS);>>>} while (current != NULL);>>>} while (header != NULL);>>>} while (header != NULL);>>>} while (header != NULL);>>>while (header != NULL && (((header)->attributes & 0x0004) != 0))>>>while (header != NULL && (((header)->attributes & 0x0004) != 0))>>>while (current != NULL) {>>>while (i-- > 0) {>>>} while (header != NULL);>>>} while (header != NULL);"
bind/lib/dns,rbtdb.c,for,38,for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (;;) {>>>for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (i = 0; i < rbtdb->node_lock_count; i++)>>>for (i = 0; i < rbtdb->node_lock_count; i++)>>>for (i = 0; i < rbtdb->node_lock_count; i++)>>>for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (i = 0; i < count; i++)>>>for (header = node->data; header != NULL; header = header->next) {>>>for (d = top->down; d != NULL; d = down_next) {>>>for (current = node->data; current != NULL; current = top_next) {>>>for (current = node->data; current != NULL; current = top_next) {>>>for (changed = HEAD(version->changed_list);>>>for (locknum = 0; locknum < rbtdb->node_lock_count; locknum++) {>>>for (header = HEAD(resigned_list);>>>for (changed = HEAD(cleanup_list);>>>for (header = node->data; header != NULL; header = header_next) {>>>for (;;) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = rbtnode->data; header != NULL; header = header->next)>>>for (header = rbtnode->data; header != NULL; header = header_next) {>>>for (header = rbtnode->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++)>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++)>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++) {>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++)>>>for (i = 0; i < (int)(rbtdb->node_lock_count); i++) {>>>for (i = 0 ; i < (int)rbtdb->node_lock_count ; i++)>>>for (header = rbtnode->data; header != NULL; header = top_next) {>>>for (header = header->next; header != NULL; header = top_next) {>>>for (i = 0; i < rbtdbiter->delete; i++) {>>>for (locknum = (locknum_start + 1) % rbtdb->node_lock_count;>>>for (header = ISC_LIST_TAIL(rbtdb->rdatasets[locknum]);
bind/lib/dns,rbtdb64.c,while,30,"while (node != NULL) {>>>} while (dcurrent != NULL);>>>while (node != NULL && count > 0) {>>>} while (node != NULL);>>>while (i < n) {>>>} while (header != NULL);>>>while (count > 0) {>>>while (result == ISC_R_SUCCESS || result == DNS_R_NEWORIGIN) {>>>} while (result == ISC_R_SUCCESS || result == DNS_R_NEWORIGIN);>>>while (result == ISC_R_SUCCESS || result == DNS_R_NEWORIGIN) {>>>} while (!dns_name_equal(&rname, &tname));>>>while (result == ISC_R_SUCCESS && j != 0) {>>>} while (!done);>>>while (count-- > 0) {>>>} while (header != NULL);>>>} while (empty_node && result == ISC_R_SUCCESS);>>>} while (header != NULL);>>>while (result == ISC_R_SUCCESS && i > 0) {>>>} while (!done);>>>} while (empty_node && result == ISC_R_SUCCESS);>>>} while (current != NULL);>>>} while (header != NULL);>>>} while (header != NULL);>>>} while (header != NULL);>>>while (header != NULL && (((header)->attributes & 0x0004) != 0))>>>while (header != NULL && (((header)->attributes & 0x0004) != 0))>>>while (current != NULL) {>>>while (i-- > 0) {>>>} while (header != NULL);>>>} while (header != NULL);"
bind/lib/dns,rbtdb64.c,for,38,for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (;;) {>>>for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (i = 0; i < rbtdb->node_lock_count; i++)>>>for (i = 0; i < rbtdb->node_lock_count; i++)>>>for (i = 0; i < rbtdb->node_lock_count; i++)>>>for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (i = 0; i < count; i++)>>>for (header = node->data; header != NULL; header = header->next) {>>>for (d = top->down; d != NULL; d = down_next) {>>>for (current = node->data; current != NULL; current = top_next) {>>>for (current = node->data; current != NULL; current = top_next) {>>>for (changed = HEAD(version->changed_list);>>>for (locknum = 0; locknum < rbtdb->node_lock_count; locknum++) {>>>for (header = HEAD(resigned_list);>>>for (changed = HEAD(cleanup_list);>>>for (header = node->data; header != NULL; header = header_next) {>>>for (;;) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (header = rbtnode->data; header != NULL; header = header->next)>>>for (header = rbtnode->data; header != NULL; header = header_next) {>>>for (header = rbtnode->data; header != NULL; header = header_next) {>>>for (header = node->data; header != NULL; header = header_next) {>>>for (i = 0; i < rbtdb->node_lock_count; i++) {>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++)>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++)>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++) {>>>for (i = 0; i < (int)rbtdb->node_lock_count; i++)>>>for (i = 0; i < (int)(rbtdb->node_lock_count); i++) {>>>for (i = 0 ; i < (int)rbtdb->node_lock_count ; i++)>>>for (header = rbtnode->data; header != NULL; header = top_next) {>>>for (header = header->next; header != NULL; header = top_next) {>>>for (i = 0; i < rbtdbiter->delete; i++) {>>>for (locknum = (locknum_start + 1) % rbtdb->node_lock_count;>>>for (header = ISC_LIST_TAIL(rbtdb->rdatasets[locknum]);
bind/lib/dns,rcode.c,while,8,"while (table[i].name != NULL) {>>>do { 		isc_result_t _r = (dns_mnemonic_fromtext(&value, source, rcodes, 0xffff)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (dns_mnemonic_fromtext(&value, source, tsigrcodes, 0xffff)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (dns_mnemonic_fromtext(&value, source, certs, 0xffff)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (dns_mnemonic_fromtext(&value, source, secalgs, 0xff)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (dns_mnemonic_fromtext(&value, source, secprotos, 0xff)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (dns_mnemonic_fromtext(&value, source, hashalgs, 0xff)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>while (text < end) {"
bind/lib/dns,rcode.c,for,2,for (i = 0; table[i].name != NULL; i++) {>>>for (p = keyflags; p->name != NULL; p++) {
bind/lib/dns,tsig_250.c,while,1,} while (sigtime != 0);
bind/lib/dns,gpos_27.c,for,3,for (i = 0; i < 3; i++) {>>>for (i = 0; i < 3; i++) {>>>for (i = 0; i < 3; i++)
bind/lib/dns,hinfo_13.c,for,1,for (i = 0; i < 2; i++) {
bind/lib/dns,hip_55.c,while,4,} while (1);>>>while (region.length > 0) {>>>while (isc_buffer_activelength(source) > 0) {>>>while (r1.length != 0 && r2.length != 0) {
bind/lib/dns,hip_55.c,for,1,for (result = dns_rdata_hip_first(&myhip);
bind/lib/dns,loc_29.c,while,2,while (*e != 0) {>>>while (*e != 0) {
bind/lib/dns,loc_29.c,for,15,for (i = 0; i < 3; i++) {>>>for (; i < 3; i++)>>>for (i = 0; i < 3; i++) {>>>for (; i < 3; i++)>>>for (i = 0; i < 2; i++) {>>>for (; i < 2; i++)>>>for (i = 0; i < 2; i++) {>>>for (; i < 2; i++)>>>for (exp = 0; exp < 7; exp++)>>>for (i = 0; i < 2; i++) {>>>for (; i < 2; i++)>>>for (exp = 0; exp < 7; exp++)>>>for (i = 0; i < 2; i++) {>>>for (; i < 2; i++)>>>for (exp = 0; exp < 7; exp++)
bind/lib/dns,minfo_14.c,for,1,for (i = 0; i < 2; i++) {
bind/lib/dns,naptr_35.c,while,1,while (len-- > 0) {
bind/lib/dns,naptr_35.c,for,1,"for (i = 0; i < flagslen; i++, cp++) {"
bind/lib/dns,nsec3_50.c,while,1,} while (1);
bind/lib/dns,nsec3_50.c,for,7,for (window = 0; window < 256 ; window++) {>>>for (octet = 31; octet >= 0; octet--)>>>for (i = 0; i < sr.length; i += len) {>>>for (j = 0; j < len; j++) {>>>for (k = 0; k < 8; k++) {>>>for (i = 0; i < sr.length; i += len) {>>>for (i = 0; i < nsec3->len ; i += len) {
bind/lib/dns,nsec_47.c,while,1,} while (1);
bind/lib/dns,nsec_47.c,for,7,for (window = 0; window < 256 ; window++) {>>>for (octet = 31; octet >= 0; octet--)>>>for (i = 0; i < sr.length; i += len) {>>>for (j = 0; j < len; j++) {>>>for (k = 0; k < 8; k++) {>>>for (i = 0; i < sr.length; i += len) {>>>for (i = 0; i < nsec->len ; i += len) {
bind/lib/dns,nxt_30.c,while,1,} while (1);
bind/lib/dns,nxt_30.c,for,2,for (i = 0; i < sr.length; i++) {>>>for (j = 0; j < 8; j++)
bind/lib/dns,opt_41.c,while,3,while (r.length > 0) {>>>while (sregion.length != 0) {>>>while (region.length >= 4) {
bind/lib/dns,rp_17.c,for,1,for (i = 0; i < 2; i++) {
bind/lib/dns,soa_6.c,for,3,for (i = 0; i < 2; i++) {>>>for (i = 0; i < 4; i++) {>>>for (i = 0; i < 5; i++) {
bind/lib/dns,spf_99.c,while,3,while (region.length > 0) {>>>} while (!buffer_empty(source));>>>while (region.length > 0) {
bind/lib/dns,spf_99.c,for,1,for (;;) {
bind/lib/dns,txt_16.c,while,3,while (region.length > 0) {>>>} while (!buffer_empty(source));>>>while (region.length > 0) {
bind/lib/dns,txt_16.c,for,1,for (;;) {
bind/lib/dns,uri_256.c,while,1,while (region.length > 0) {
bind/lib/dns,x25_19.c,for,2,for (i = 0; i < token.value.as_textregion.length; i++)>>>for (i = 0; i < x25->x25_len; i++)
bind/lib/dns,apl_42.c,while,3,} while (1);>>>while (sr.length > 0) {>>>while (sr.length > 0) {
bind/lib/dns,apl_42.c,for,2,for (len = 4; len > 0; len--)>>>for (len = 16; len > 0; len--)
bind/lib/dns,nsap_22.c,while,2,while (sr->length > 0) {>>>while (region.length != 0) {
bind/lib/dns,wks_11.c,while,1,} while (1);
bind/lib/dns,wks_11.c,for,3,for (i = strlen(service) - 1; i >= 0; i--)>>>for (i = 0; i < sr.length; i++) {>>>for (j = 0; j < 8; j++)
bind/lib/dns,rdata.c,while,26,"} while (1);>>>while (n--) {>>>while (n-- != 0) {>>>while (n--) {>>>} while (source->length != 0);>>>while (n != 0) {>>>} while (n != 0);>>>} while (sregion.length != 0);>>>do { 		isc_result_t _r = (putbyte(0, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte(0, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte(0, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte(0, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte((state->word >> 24) & 0xff, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte((state->word >> 16) & 0xff, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte((state->word >> 8) & 0xff, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (putbyte(state->word & 0xff, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (isc_lex_getmastertoken(lexer, &token, isc_tokentype_string, 				      ISC_FALSE)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>while (token.value.as_textregion.length != 0) {>>>do { 		isc_result_t _r = (byte_atob(c, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (isc_lex_getmastertoken(lexer, &token, isc_tokentype_number, 				      ISC_FALSE)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (isc_lex_getmastertoken(lexer, &token, isc_tokentype_string, 				      ISC_FALSE)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (isc_lex_getmastertoken(lexer, &token, isc_tokentype_string, 				      ISC_FALSE)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (isc_lex_getmastertoken(lexer, &token, isc_tokentype_string, 				      ISC_FALSE)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>do { 		isc_result_t _r = (byte_btoa(*inbuf, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);>>>while (state->bcount != 0)>>>do { 		isc_result_t _r = (byte_btoa(0, target, state)); 		if (_r != ISC_R_SUCCESS) 			return (_r); 	} while (0);"
bind/lib/dns,rdata.c,for,1,"for (inc = 0; inc < inbuflen; inbuf++, inc++)"
bind/lib/dns,rdatalist.c,for,9,for (rdata = ISC_LIST_HEAD(rdatalist->rdata);>>>for (rdset = ISC_LIST_HEAD(name->list);>>>for (rdset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(noqname->list);>>>for (rdataset = ISC_LIST_HEAD(noqname->list);>>>for (rdset = ISC_LIST_HEAD(name->list);>>>for (rdset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(closest->list);>>>for (rdataset = ISC_LIST_HEAD(closest->list);
bind/lib/dns,rdataset.c,while,3,} while (result == ISC_R_SUCCESS);>>>} while (result == ISC_R_SUCCESS);>>>} while (result == ISC_R_SUCCESS);
bind/lib/dns,rdataset.c,for,3,for (i = 0; i < count; i++) {>>>for (i = 0; i < count; i++) {>>>for (i = 0; i < count; i++) {
bind/lib/dns,rdataslab.c,while,5,while (count > 0) {>>>} while (ncount > 0);>>>while (oadded < ocount || nadded < ncount) {>>>while (count1 > 0) {>>>while (count1-- > 0) {
bind/lib/dns,rdataslab.c,for,9,for (i = 0; i < nalloc && result == ISC_R_SUCCESS; i++) {>>>for (i = 1; i < nalloc; i++) {>>>for (i = 0; i < nalloc; i++) {>>>for (i = 0; i < count; i++) {>>>for (count = 0; count < ocount; count++) {>>>for (i = 0; i < mcount; i++) {>>>for (count = 0; count < scount; count++) {>>>for (i = 0; i < mcount; i++) {>>>for (count = 0; count < scount; count++) {
bind/lib/dns,request.c,while,1,while (--i >= 0)
bind/lib/dns,request.c,for,4,for (i = 0; i < 7; i++) {>>>for (request = ISC_LIST_HEAD(requestmgr->requests);>>>for (event = ISC_LIST_HEAD(requestmgr->whenshutdown);>>>for (i = 0; i < 7; i++)
bind/lib/dns,resolver.c,while,22,while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (!ISC_LIST_EMPTY(find->list)) {>>>while (curr != NULL) {>>>while (!ISC_LIST_EMPTY(*findlist)) {>>>while (curr != NULL) {>>>while (sa != NULL) {>>>while (cur != NULL && cur->srtt < ai->srtt)>>>while (cur != NULL && cur->srtt < ai->srtt)>>>} while (find != start);>>>} while (find != start);>>>while (validator != NULL) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (!done && result == ISC_R_SUCCESS) {>>>while (!done && result == ISC_R_SUCCESS) {>>>} while (result == ISC_R_NOSPACE);>>>while ((a = ISC_LIST_HEAD(res->alternates)) != NULL) {
bind/lib/dns,resolver.c,for,78,"for (result = dns_rdataset_first(rdataset);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (addrinfo = ISC_LIST_HEAD(fctx->forwaddrs);>>>for (find = ISC_LIST_HEAD(fctx->finds);>>>for (addrinfo = ISC_LIST_HEAD(find->list);>>>for (addrinfo = ISC_LIST_HEAD(fctx->altaddrs);>>>for (find = ISC_LIST_HEAD(fctx->altfinds);>>>for (addrinfo = ISC_LIST_HEAD(find->list);>>>for (query = ISC_LIST_HEAD(fctx->queries);>>>for (find = ISC_LIST_HEAD(fctx->finds);>>>for (find = ISC_LIST_HEAD(fctx->altfinds);>>>for (addr = ISC_LIST_HEAD(fctx->forwaddrs);>>>for (addr = ISC_LIST_HEAD(fctx->altaddrs);>>>for (event = ISC_LIST_HEAD(fctx->events);>>>for (sa = ISC_LIST_HEAD(fctx->bad_edns);>>>for (sa = ISC_LIST_HEAD(fctx->edns);>>>for (sa = ISC_LIST_HEAD(fctx->edns512);>>>for (sa = ISC_LIST_HEAD(fctx->bad);>>>for (curr = ISC_LIST_HEAD(fctx->finds);>>>for (addrinfo = ISC_LIST_HEAD(curr->list);>>>for (addrinfo = ISC_LIST_HEAD(fctx->forwaddrs);>>>for (curr = ISC_LIST_HEAD(fctx->altfinds);>>>for (addrinfo = ISC_LIST_HEAD(curr->list);>>>for (addrinfo = ISC_LIST_HEAD(fctx->altaddrs);>>>for (curr = ISC_LIST_HEAD(*findlist);>>>for (ai = ISC_LIST_HEAD(find->list);>>>for (result = dns_rdataset_first(&fctx->nameservers);>>>for (a = ISC_LIST_HEAD(fctx->res->alternates);>>>for (addrinfo = ISC_LIST_HEAD(fctx->forwaddrs);>>>for (addrinfo = ISC_LIST_HEAD(find->list);>>>for (addrinfo = ISC_LIST_HEAD(find->list);>>>for (addrinfo = ISC_LIST_HEAD(fctx->altaddrs);>>>for (sa = ISC_LIST_HEAD(fctx->bad);>>>for (sa = ISC_LIST_HEAD(fctx->edns);>>>for (sa = ISC_LIST_HEAD(fctx->edns512);>>>for (sa = ISC_LIST_HEAD(fctx->bad_edns);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (event = ISC_LIST_NEXT(hevent, ev_link);>>>for (validator = ISC_LIST_HEAD(fctx->validators);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (sigrdataset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (sigrdataset = ISC_LIST_HEAD(name->list);>>>for (trdataset = ISC_LIST_HEAD(tname->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (result = dns_message_firstname(fctx->rmessage, section);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (result = dns_rdataset_first(rdataset);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (result = dns_message_firstname(message, section);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (result = dns_rdataset_first(rdataset);>>>for (i = 0; i < nsid_len; i++) {>>>for (result = dns_message_firstname(message, DNS_SECTION_AUTHORITY);>>>for (rdataset = ISC_LIST_HEAD(name->list);>>>for (i = 0; i < res->badhash; i++)>>>for (i = 0; i < res->nbuckets; i++) {>>>for (event = ISC_LIST_HEAD(res->whenshutdown);>>>for (i = 0; i < ntasks; i++) {>>>for (i = 0; i < buckets_created; i++) {>>>for (i = 0; i < res->nbuckets; i++) {>>>for (fctx = ISC_LIST_HEAD(res->buckets[i].fctxs);>>>for (fctx = ISC_LIST_HEAD(res->buckets[bucketnum].fctxs);>>>for (fevent = ISC_LIST_HEAD(fctx->events);>>>for (event = ISC_LIST_HEAD(fctx->events);>>>for (event = ISC_LIST_HEAD(fctx->events);>>>for (bad = resolver->badcache[i]; bad != NULL; bad = next) {>>>for (i = 0; i < resolver->badhash; i++) {>>>for (bad = resolver->badcache[i]; bad != NULL; bad = next) {>>>for (bad = resolver->badcache[i]; bad != NULL; bad = next) {>>>for (bad = resolver->badcache[i]; bad != NULL; bad = next) {>>>for (i = 0; i < resolver->badhash; i++) {>>>for (bad = resolver->badcache[i]; bad != NULL; bad = next) {"
bind/lib/dns,rootns.c,while,12,while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {>>>while (result == ISC_R_SUCCESS) {
bind/lib/dns,rpz.c,while,9,while (cur != NULL) {>>>while (!ISC_LIST_EMPTY(view->rpz_zones)) {>>>while (i < words) {>>>while (i < (128/((int)sizeof(dns_rpz_cidr_word_t)*8)))>>>while (i < (128/((int)sizeof(dns_rpz_cidr_word_t)*8)) * 2) {>>>while (i < (128/((int)sizeof(dns_rpz_cidr_word_t)*8)) * 2 && w[i] == 0)>>>} while (ip_labels + i <= 8);>>>while (bits < ((int)sizeof(dns_rpz_cidr_key_t)*8)) {>>>} while (tgt != NULL);
bind/lib/dns,rpz.c,for,6,for (;;) {>>>for (i = 0; i < (128/((int)sizeof(dns_rpz_cidr_word_t)*8)); i++) {>>>for (i = 0; i < 32; i += 8) {>>>for (;;) {>>>for (parent = tgt; parent != NULL; parent = parent->parent) {>>>for (i = 0; i < 4; i++) {
bind/lib/dns,rriterator.c,while,2,while (it->result == ISC_R_SUCCESS) {>>>while (it->result == ISC_R_NOMORE) {
bind/lib/dns,sdb.c,while,18,while (rdatalist != ((void *)0)) {>>>} while (result == ISC_R_NOSPACE);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					LOCK(&sdb->implementation->driverlock);			} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					UNLOCK(&sdb->implementation->driverlock);		} while (0);>>>while (!ISC_LIST_EMPTY(node->lists)) {>>>while (!ISC_LIST_EMPTY(list->rdata)) {>>>while (!ISC_LIST_EMPTY(node->buffers)) {>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					LOCK(&sdb->implementation->driverlock);			} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					UNLOCK(&sdb->implementation->driverlock);		} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					LOCK(&sdb->implementation->driverlock);			} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					UNLOCK(&sdb->implementation->driverlock);		} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					LOCK(&sdb->implementation->driverlock);			} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					UNLOCK(&sdb->implementation->driverlock);		} while (0);>>>while (list != ((void *)0)) {>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					LOCK(&sdb->implementation->driverlock);			} while (0);>>>do {										unsigned int flags = sdb->implementation->flags;			if ((flags & DNS_SDBFLAG_THREADSAFE) == 0)					UNLOCK(&sdb->implementation->driverlock);		} while (0);>>>while (!ISC_LIST_EMPTY(sdbiter->nodelist)) {>>>while (sdbiter->current != ((void *)0)) {
bind/lib/dns,sdb.c,for,2,for (size = 1024; size < (64 * 1024); size *= 2)>>>for (; i <= nlabels; i++) {
